MachineName Time Duracao
377-PC	1062637200	28800
AMAER-PC	1062637200	28800
ANNALISA-PC	1062637200	28800
AUDITORIUM-PC	1062637200	28800
BEHERE-2K	1062637200	28800
BENDER	1062637200	28800
BIGBERTHA	1062637200	28800
BLATECKY-ADMIN	1062637200	28800
BLUESCREEN	1062637200	28800
BOWERS-PC	1062637200	28800
CCWONG-PC	1062637200	28800
CHANDA-2K	1062637200	28800
CHIMCHIM	1062637200	28800
CRB-CONF-PC	1062637200	28800
CSMITH-PC	1062637200	28800
DAN	1062637200	28800
DMITRY-2K	1062637200	28800
DUSTINS-PC	1062637200	28800
FLEXO	1062637200	28800
GENOME-2K	1062637200	28800
GREENACRES	1062637200	28800
GRIBSKOV-PC	1062637200	28800
HJASSO	1062637200	28800
JCZECH-2K	1062637200	28800
KANGA	1062637200	28800
KG	1062637200	28800
LAGRANGE-2K	1062637200	28800
LAWRENCE-2K	1062637200	28800
LEAH-2K	1062637200	28800
LPW16	1062637200	28800
LPW22	1062637200	28800
LPW25	1062637200	28800
LPW26	1062637200	28800
MARCIANO-2K	1062637200	28800
MAXIMUS-PC	1062637200	28800
MINIME	1062637200	28800
MNAIR-PC	1062637200	28800
OJHA-PC	1062637200	28800
OUYAR	1062637200	28800
PANCAKE-PC	1062637200	28800
PHLEBOTOMIST	1062637200	28800
PROWLER-PC	1062637200	28800
PRUDENCE	1062637200	28800
PUBLIC-PC	1062637200	28800
RAGHU-PC	1062637200	28800
SCHUI-PC	1062637200	28800
SHERWIN-2K	1062637200	28800
SLAWEK-2K	1062637200	28800
SLYON-2K	1062637200	28800
SMALESSI-2K	1062637200	28800
STECKLER2-PC	1062637200	28800
STEWART-2K	1062637200	28800
STOCKS-PC	1062637200	28800
T-ALTAIR	1062637200	28800
T-BESSEL	1062637200	28800
T-CANCER	1062637200	28800
T-CETI	1062637200	28800
T-CYGNUS	1062637200	28800
T-DRAGO	1062637200	28800
T-ERIDAN	1062637200	28800
T-INDI	1062637200	28800
T-KENT	1062637200	28800
T-KRUGER	1062637200	28800
T-LEO	1062637200	28800
T-PISCSIS	1062637200	28800
T-ROSS	1062637200	28800
T-SIRIUS	1062637200	28800
T-SOL	1062637200	28800
T-VIRGO	1062637200	28800
T-WOLF	1062637200	28800
TAMMYB-PC	1062637200	28800
VISPC-6	1062637200	28800
AKIRA	1062637583	6578
RITKE-PC	1062638011	4798
OPS-PC	1062638348	900
BIGBEAR-2K	1062638908	900
BORG-2K	1062639373	6549
DONBOT	1062639373	26627
OPS-PC	1062639379	7747
LPW24	1062639382	3169
ALTINTAS-2K	1062639382	26618
ENS-GUEST-PC	1062639382	26618
WATCHIT	1062639382	26618
LPW7	1062639383	900
IBSPC1	1062639444	1911
APOLLO-2K	1062639446	4726
JKEPLING-2K	1062639612	1907
CRB158A-1	1062639688	26312
462-PC	1062639691	900
SIMAST-2K	1062639807	4726
CYLEE-2K	1062640069	900
CUTCHIN2-PC	1062640151	25849
LPW7	1062640405	25595
MORAN-PC	1062640609	3259
GUPTA-PC	1062640691	4613
462-PC	1062640713	25287
MBANTON-PC	1062640979	1813
KAMRATHA-PC	1062641458	3678
KSTOCKS2-PC	1062641568	900
NING-PC	1062641867	4600
CYLEE-2K	1062641944	900
AKZO	1062642179	4937
WISHBONE-2K	1062642180	23820
SINCOVIT-2K	1062642297	4577
VOYAGER-2K	1062642444	13091
IBSPC1	1062642506	2800
LN1	1062642901	901
CHRISMAN-2K	1062642909	1847
ANDREWS-PC	1062642963	5609
CYLEE-2K	1062643072	22928
AMOREIRA-PC	1062643073	2046
SUTTON-PC	1062643288	7495
KATE-2K	1062643329	1858
SHANKAR-3-2K	1062643513	4756
CENON-2K	1062643788	3939
LPW12	1062643923	22077
AKIRA	1062644303	4000
LPW24	1062644481	900
NESTLE-2K	1062644682	900
TRACTOR-2K	1062645109	20891
YOHAN-PC	1062645201	20799
APOLLO-2K	1062645225	1842
HAWK1-PC	1062645261	13593
IGOR-PC	1062645262	7078
SIMAST-2K	1062645527	13981
KSTOCKS2-PC	1062645544	1934
HAWK3-PC	1062645618	3801
BIGBEAR-2K	1062647023	7445
HAWK-PC	1062647067	902
SHINDYALOV-2K	1062647189	13641
KAMRATHA-PC	1062647360	3793
HAWK4-PC	1062647417	5697
WINWIZZA	1062647466	18534
LINDA-PC	1062647488	6433
DESHPANDE-PC	1062647492	11167
CSHEN-2K	1062647585	2754
FBADMIN-PC	1062648054	3682
BORG-2K	1062648138	3660
FLERI-PC	1062648148	14584
DONATE1-PC	1062648245	5577
HAWK-PC	1062648361	2294
JKEPLING-2K	1062648678	3682
MORAN-PC	1062648724	6061
LPW24	1062648821	6110
SINCOVIT-2K	1062648899	6422
ANDREWS-PC	1062649222	3715
STARSCREAM	1062649264	6553
OPS-PC	1062649400	16600
POTOROO-2K	1062649641	900
APOLLO-2K	1062649652	16348
ALI-2K	1062649662	16338
LN1	1062649702	3681
AMOREIRA-PC	1062650029	3903
MBANTON-PC	1062650178	2761
SHANKAR3-PC	1062650182	15818
JAEGER-PC	1062650190	2749
AKZO	1062650284	900
PUD-2K	1062650603	3718
SEKAR-2K	1062651034	11274
AKIRA	1062651158	902
VNANDIGAM-PC	1062651198	900
KWON-2K	1062651250	1824
NOT-PC	1062651429	2759
SUTTON-PC	1062651724	900
AKIRA	1062652231	3769
CHRISMAN-2K	1062652708	900
NING-PC	1062652743	5526
SUTTON-PC	1062652853	6563
NESTLE-2K	1062652994	1158
GUPTA-PC	1062653020	1921
MAFALDA	1062653567	4652
KILDA	1062653786	5593
BWEST-PC2	1062654311	5580
WOOLEY-PC	1062654450	11550
CENON-2K	1062654598	7813
KAMRATHA-PC	1062654647	11353
VNANDIGAM-PC	1062654693	900
LINDA-PC	1062654857	961
KATE-2K	1062655040	1859
IGOR-PC	1062655282	1906
AKZO	1062655507	1992
IBSPC1	1062655834	10166
LPW14	1062655870	900
CLARA	1062656243	9757
AKIRA	1062656256	1669
ANDREWS-PC	1062656607	1209
NESTLE-2K	1062656705	2781
PUD-2K	1062656815	6544
BIGBEAR-2K	1062657061	3956
LPW24	1062657105	6697
MDIMEGLI-PC	1062657378	8622
SHANKAR4-PC	1062657437	1945
GUPTA-PC	1062657477	3510
LINDA-PC	1062657493	3084
BERMAN-PC	1062657564	1849
MBANTON-PC	1062657614	1569
JKEPLING-2K	1062657673	900
MWAN-2K	1062657761	904
VOYAGER-2K	1062658056	7944
CHRISMAN-2K	1062658412	1853
IGOR-PC	1062658514	900
DESHPANDE-PC	1062658816	7184
MWAN-2K	1062658853	900
HAWK4-PC	1062658877	1921
AMOREIRA-PC	1062659090	1812
LCARLSON-PC	1062659232	6768
SAUNDERS-PC	1062659232	6768
NOT-PC	1062659354	900
LPW11	1062659423	900
BERMAN-PC	1062659535	6465
IGOR-PC	1062659536	900
408-PC	1062659536	6464
LPW21	1062659541	2770
CECEROSE	1062659585	6415
SUTTON-PC	1062659597	6403
REALVIDEO-2K	1062659600	6400
SIMAST-2K	1062659666	6334
MOORE1-PC	1062659719	6281
MWAN-2K	1062659921	6079
VNANDIGAM-PC	1062660031	1992
BREDDY-PC	1062660036	5964
MORELAND-2K	1062660135	5865
KWON-2K	1062660370	5630
KILDA	1062660379	5621
HAWK1-PC	1062660435	1859
AKZO	1062660446	5554
IRENE-PC	1062660450	5550
SHANKAR-3-2K	1062660512	5488
MBANTON-PC	1062660673	900
SHINDYALOV-2K	1062661000	5000
ANDREWS-PC	1062661346	900
KSTOCKS2-PC	1062661539	4461
KASHA2-PC	1062662131	3869
JAN-PC	1062662609	3391
LINDA-PC	1062662893	3107
JOLAN-2K	1062662896	3104
HAWK4-PC	1062663084	2916
CENON-2K	1062663360	900
KATE-2K	1062663584	901
AMOREIRA-PC	1062663707	2293
AKIRA	1062663744	2256
MBANTON-PC	1062663791	1813
MORAN-PC	1062663870	2130
GUPTA-PC	1062663993	2007
STARSCREAM	1062664008	1992
CHRISMAN-2K	1062664247	1753
POTOROO-2K	1062664364	1636
CSHEN-2K	1062664410	1590
IGOR-PC	1062664648	900
JKEPLING-2K	1062664692	1308
HAWK1-PC	1062664778	900
LDOLAN-2K	1062664897	1103
SHANKAR4-PC	1062664934	1066
SEKAR-2K	1062665177	823
VNANDIGAM-PC	1062665374	626
KAMRATHA-PC	1062666000	191
IBSPC1	1062666000	294
HAWK-PC	1062666000	683
VOYAGER-2K	1062666000	756
VNANDIGAM-PC	1062666000	797
BWEST-PC2	1062666000	1078
MAFALDA	1062666000	1163
KATE-2K	1062666000	1744
AKZO	1062666000	1757
KWON-2K	1062666000	1791
NING-PC	1062666000	1930
AUDITORIUM-PC	1062666000	1976
CSMITH-PC	1062666000	1977
DUSTINS-PC	1062666000	1977
LPW14	1062666000	1990
T-ERIDAN	1062666000	2043
KANGA	1062666000	2098
KILDA	1062666000	2100
BORG-2K	1062666000	2111
T-KENT	1062666000	2121
POTOROO-2K	1062666000	2285
NOT-PC	1062666000	2423
DONATE1-PC	1062666000	2780
PUD-2K	1062666000	2840
CSHEN-2K	1062666000	3357
CHIMCHIM	1062666000	3431
IGOR-PC	1062666000	3525
LPW16	1062666000	4037
T-KRUGER	1062666000	4044
LPW22	1062666000	4671
RAGHU-PC	1062666000	4979
KSTOCKS2-PC	1062666000	5336
BREDDY-PC	1062666000	5759
SHANKAR-3-2K	1062666000	5793
DAN	1062666000	6290
LPW25	1062666000	6290
LPW11	1062666000	6713
DZHOU-PC	1062666000	6827
AKIRA	1062666000	7309
JKEPLING-2K	1062666000	8400
SLYON-2K	1062666000	8641
EUROPA-PC	1062666000	10756
SUTTON-PC	1062666000	11780
SHANKAR4-PC	1062666000	14068
AMAER-PC	1062666000	14069
HAWK4-PC	1062666000	14166
LEAH-2K	1062666000	14179
DING-2K	1062666000	15031
CRB158A-1	1062666000	16226
MAXIMUS-PC	1062666000	19628
FLEXO	1062666000	20011
SHANKAR3-PC	1062666000	20012
OJHA-PC	1062666000	20049
LPW7	1062666000	20054
REALVIDEO-2K	1062666000	20054
T-PISCSIS	1062666000	22709
AMOREIRA-PC	1062666000	25042
T-CETI	1062666000	25802
LPW24	1062666000	27048
377-PC	1062666000	28800
408-PC	1062666000	28800
462-PC	1062666000	28800
ABLATECKY-PC	1062666000	28800
ALI-2K	1062666000	28800
ALTINTAS-2K	1062666000	28800
ANDREWS-PC	1062666000	28800
ANNALISA-PC	1062666000	28800
APOLLO-2K	1062666000	28800
BEHERE-2K	1062666000	28800
BENDER	1062666000	28800
BERMAN-PC	1062666000	28800
BIGBERTHA	1062666000	28800
BLATECKY-ADMIN	1062666000	28800
BLUESCREEN	1062666000	28800
BOWERS-PC	1062666000	28800
CCWONG-PC	1062666000	28800
CHANDA-2K	1062666000	28800
CLARA	1062666000	28800
CRB-CONF-PC	1062666000	28800
CUTCHIN2-PC	1062666000	28800
DMITRY-2K	1062666000	28800
DONBOT	1062666000	28800
ENS-GUEST-PC	1062666000	28800
GENOME-2K	1062666000	28800
HAWK3-PC	1062666000	28800
IRENE-PC	1062666000	28800
JCZECH-2K	1062666000	28800
JOLAN-2K	1062666000	28800
KASHA2-PC	1062666000	28800
KG	1062666000	28800
LAWRENCE-2K	1062666000	28800
LCARLSON-PC	1062666000	28800
LPW12	1062666000	28800
LPW21	1062666000	28800
LPW26	1062666000	28800
MARCIANO-2K	1062666000	28800
MINIME	1062666000	28800
MOORE1-PC	1062666000	28800
MORELAND-2K	1062666000	28800
MWAN-2K	1062666000	28800
NESTLE-2K	1062666000	28800
OPS-PC	1062666000	28800
OUYAR	1062666000	28800
PANCAKE-PC	1062666000	28800
PHLEBOTOMIST	1062666000	28800
PRUDENCE	1062666000	28800
PUBLIC-PC	1062666000	28800
RITKE-PC	1062666000	28800
SAUNDERS-PC	1062666000	28800
SCHUI-PC	1062666000	28800
SIMAST-2K	1062666000	28800
STECKLER2-PC	1062666000	28800
STEWART-2K	1062666000	28800
STOCKS-PC	1062666000	28800
T-ALTAIR	1062666000	28800
T-BESSEL	1062666000	28800
T-CANCER	1062666000	28800
T-CYGNUS	1062666000	28800
T-DRAGO	1062666000	28800
T-INDI	1062666000	28800
T-LEO	1062666000	28800
T-ROSS	1062666000	28800
T-SIRIUS	1062666000	28800
T-SOL	1062666000	28800
T-VIRGO	1062666000	28800
T-WOLF	1062666000	28800
TAMMYB-PC	1062666000	28800
VISPC-6	1062666000	28800
WATCHIT	1062666000	28800
WINWIZZA	1062666000	28800
WISHBONE-2K	1062666000	28800
WOOLEY-PC	1062666000	28800
YOHAN-PC	1062666000	28800
VOYAGER-2K	1062666930	27870
IBSPC1	1062667070	900
LDOLAN-2K	1062667144	901
BIGBEAR-2K	1062668185	1825
MBANTON-PC	1062668697	8536
CSMITH-PC	1062668864	900
AUDITORIUM-PC	1062668865	900
DUSTINS-PC	1062668865	900
KILDA	1062668869	900
KANGA	1062668871	900
T-ERIDAN	1062668873	900
IBSPC1	1062668890	900
T-KENT	1062668892	900
CYLEE-2K	1062668924	4630
TRACTOR-2K	1062668927	900
MNAIR-PC	1062668929	900
SMALESSI-2K	1062668932	900
GUPTA-PC	1062669031	900
GREENACRES	1062669531	1326
SINCOVIT-2K	1062669546	900
ABAILEY-PC	1062670002	2755
AMS-PC	1062670064	900
MORAN-PC	1062670088	900
JAEGER-PC	1062670247	7346
YENCHEN-PC	1062670355	900
ELLA2K	1062670423	900
ALLENP-PC	1062670425	900
GIRIJAL-PC	1062670434	1869
KWON-2K	1062670450	11187
SUDHOLT-2K	1062670708	2772
AUDITORIUM-PC	1062670740	900
DUSTINS-PC	1062670740	900
CSMITH-PC	1062670741	900
KILDA	1062670746	900
KANGA	1062670747	900
T-ERIDAN	1062670748	900
IBSPC1	1062670765	900
T-KENT	1062670769	900
LPW22	1062670791	20388
FLERI-PC	1062670856	900
GUPTA-PC	1062670905	900
POTOROO-2K	1062671175	7137
MAFALDA	1062671235	11417
ALLENP-PC	1062671455	900
HAWK1-PC	1062671687	1813
IGOR-PC	1062671744	3809
CSMITH-PC	1062671868	22932
DUSTINS-PC	1062671868	22932
KILDA	1062671868	22932
AUDITORIUM-PC	1062671869	22931
KANGA	1062671873	22927
T-ERIDAN	1062671876	16141
IBSPC1	1062671887	10468
CHIMCHIM	1062671893	22907
T-KENT	1062671895	19897
GUPTA-PC	1062672033	22767
SHINDYALOV-2K	1062672182	1296
CENON-2K	1062672235	1086
AKZO	1062672239	18720
DAN	1062672412	22388
LPW25	1062672413	22387
LAGRANGE-2K	1062672423	3803
KATE-2K	1062672446	1860
PUD-2K	1062672854	1854
RAGHU-PC	1062673336	900
MNAIR-PC	1062673554	4868
CSHEN-2K	1062673618	900
CENON-2K	1062673964	3674
SMALESSI-2K	1062674095	1095
MORAN-PC	1062674410	7026
BORG-2K	1062674532	6495
MDIMEGLI-PC	1062674539	1846
SLAWEK-2K	1062674640	900
NOT-PC	1062675070	7480
FBADMIN-PC	1062675404	4671
DONATE1-PC	1062675491	2800
TRACTOR-2K	1062675663	4583
STARSCREAM	1062675691	901
CSHEN-2K	1062675778	12852
PROWLER-PC	1062675781	19019
SHANKAR-3-2K	1062676083	900
GREENACRES	1062676334	18466
CYLEE-2K	1062676362	2738
DESHPANDE-PC	1062676444	18356
KATE-2K	1062676571	4748
LAGRANGE-2K	1062676583	10809
SHINDYALOV-2K	1062676682	2924
LPW14	1062676812	1842
VNANDIGAM-PC	1062676861	2765
JAN-PC	1062677273	2755
BIGBEAR-2K	1062677371	1217
SHERWIN-2K	1062677575	3715
HAWK1-PC	1062677705	900
LPW11	1062677753	1254
SEKAR-2K	1062678130	6500
LINDA-PC	1062678302	2772
IGOR-PC	1062678606	6657
HAWK-PC	1062678728	903
AKIRA	1062679094	900
CECEROSE	1062679141	6073
BIGBEAR-2K	1062679157	900
RAGHU-PC	1062679387	10234
BWEST-PC2	1062679434	4629
EUROPA-PC	1062679507	900
CENON-2K	1062679545	900
SLAWEK-2K	1062679679	3683
CYLEE-2K	1062679734	1817
JAEGER-PC	1062679804	2722
AKIRA	1062680179	908
AMAER-PC	1062680224	14576
SHANKAR4-PC	1062680415	14385
KAMRATHA-PC	1062680476	900
SUTTON-PC	1062680709	14091
HAWK4-PC	1062680804	2989
DING-2K	1062681155	13645
PUD-2K	1062681618	13182
KSTOCKS2-PC	1062682069	12731
GRIBSKOV-PC	1062682084	12716
HJASSO	1062682152	2772
KWON-2K	1062682276	900
SHINDYALOV-2K	1062682360	12440
DONATE1-PC	1062682503	9020
CHRISMAN-2K	1062682511	4690
POTOROO-2K	1062682512	3846
SINCOVIT-2K	1062682670	1598
LPW11	1062682730	3719
SHERWIN-2K	1062683329	4933
CENON-2K	1062683353	10686
FLERI-PC	1062683355	4705
MORAN-PC	1062683986	900
SMALESSI-2K	1062684074	10726
SLYON-2K	1062684610	3717
TRACTOR-2K	1062684668	900
HAWK4-PC	1062684760	2302
BIGBEAR-2K	1062684760	10040
YOMAMA	1062685769	900
KAMRATHA-PC	1062685870	8930
JAEGER-PC	1062685879	900
IBSPC1	1062685973	5602
FLEXO	1062686170	8630
OJHA-PC	1062686171	8629
SHANKAR3-PC	1062686171	8629
LPW7	1062686177	8623
REALVIDEO-2K	1062686177	8623
HAWK1-PC	1062686290	900
MNAIR-PC	1062686770	1982
YOMAMA	1062686809	2054
STARSCREAM	1062686975	7825
SEKAR-2K	1062687383	7417
BREDDY-PC	1062687563	1013
AKIRA	1062687920	900
MAXIMUS-PC	1062687920	6880
KWON-2K	1062687921	4076
BORG-2K	1062688027	1830
BREDDY-PC	1062688713	6087
T-PISCSIS	1062688851	5949
LPW11	1062689056	1292
LPW14	1062689095	5705
T-ERIDAN	1062689254	5546
MORAN-PC	1062689746	900
MBANTON-PC	1062690090	2755
LAGRANGE-2K	1062690340	4460
MAFALDA	1062690358	3720
CYLEE-2K	1062690686	1840
NOT-PC	1062690770	4030
HAWK1-PC	1062691001	1919
DZHOU-PC	1062691168	1812
MDIMEGLI-PC	1062691259	3541
FBADMIN-PC	1062691422	3378
CSHEN-2K	1062691617	3183
RAGHU-PC	1062691827	900
MNAIR-PC	1062691952	900
T-CETI	1062691971	2829
AKZO	1062691980	2820
POTOROO-2K	1062692102	2698
JKEPLING-2K	1062692188	2612
LINDA-PC	1062692198	2602
TRACTOR-2K	1062692369	2431
JAEGER-PC	1062692379	2421
SINCOVIT-2K	1062692507	1106
T-KENT	1062692586	2214
AMOREIRA-PC	1062692747	2053
VNANDIGAM-PC	1062692807	1993
LPW22	1062692809	1991
MORAN-PC	1062693180	1620
LDOLAN-2K	1062693435	1365
CECEROSE	1062693545	1255
JAN-PC	1062693948	852
KWON-2K	1062694146	654
YOMAMA	1062694710	90
BWEST-PC2	1062694731	69
CYLEE-2K	1062694752	48
OUYAR	1062694800	167
NING-PC	1062694800	378
HAWK-PC	1062694800	423
CHRISMAN-2K	1062694800	476
LDOLAN-2K	1062694800	499
RAGHU-PC	1062694800	805
REALVIDEO-2K	1062694800	855
YENCHEN-PC	1062694800	900
TRACTOR-2K	1062694800	972
MAFALDA	1062694800	994
HAWK1-PC	1062694800	1144
BWEST-PC2	1062694800	1434
ELLA2K	1062694800	1936
AMOREIRA-PC	1062694800	1976
LPW22	1062694800	1978
SLAWEK-2K	1062694800	1980
SHANKAR3-PC	1062694800	1989
PROWLER-PC	1062694800	2036
GRIBSKOV-PC	1062694800	2037
CLARA	1062694800	2051
SLYON-2K	1062694800	2411
CSMITH-PC	1062694800	2470
LPW11	1062694800	2479
GREENACRES	1062694800	2480
CENON-2K	1062694800	2495
BORG-2K	1062694800	2661
SUDHOLT-2K	1062694800	2693
BENDER	1062694800	2778
BREDDY-PC	1062694800	2962
NOT-PC	1062694800	3292
LPW14	1062694800	3306
BERMAN-PC	1062694800	3368
SHANKAR-3-2K	1062694800	3410
LPW24	1062694800	3434
CHIMCHIM	1062694800	3919
TAMMYB-PC	1062694800	4372
JCZECH-2K	1062694800	4401
DZHOU-PC	1062694800	4626
POTOROO-2K	1062694800	4642
AKIRA	1062694800	4677
JAEGER-PC	1062694800	4807
DING-2K	1062694800	4919
ANNALISA-PC	1062694800	5151
MNAIR-PC	1062694800	5572
WATCHIT	1062694800	5653
MORAN-PC	1062694800	6233
AUDITORIUM-PC	1062694800	6487
DONATE1-PC	1062694800	6973
STOCKS-PC	1062694800	7509
WINWIZZA	1062694800	8601
ABAILEY-PC	1062694800	8851
KANGA	1062694800	9104
CRB158A-1	1062694800	9165
MARCIANO-2K	1062694800	9301
BLUESCREEN	1062694800	11549
377-PC	1062694800	11600
T-PISCSIS	1062694800	11807
ALI-2K	1062694800	13086
IGOR-PC	1062694800	14267
IRENE-PC	1062694800	15479
EUROPA-PC	1062694800	15530
SEKAR-2K	1062694800	16562
SHINDYALOV-2K	1062694800	16738
AKZO	1062694800	17282
LPW21	1062694800	17947
GIRIJAL-PC	1062694800	19160
T-ERIDAN	1062694800	19937
KILDA	1062694800	20197
GUPTA-PC	1062694800	20244
LAGRANGE-2K	1062694800	20476
BLATECKY-ADMIN	1062694800	21919
408-PC	1062694800	21962
HAWK4-PC	1062694800	22859
PHLEBOTOMIST	1062694800	23413
T-LEO	1062694800	23510
STECKLER2-PC	1062694800	23512
T-ROSS	1062694800	23527
T-SOL	1062694800	23531
LEAH-2K	1062694800	24508
GENOME-2K	1062694800	24511
STEWART-2K	1062694800	24910
SHANKAR4-PC	1062694800	25532
462-PC	1062694800	28800
ABLATECKY-PC	1062694800	28800
ALLENP-PC	1062694800	28800
ALTINTAS-2K	1062694800	28800
AMAER-PC	1062694800	28800
ANDREWS-PC	1062694800	28800
APOLLO-2K	1062694800	28800
BEHERE-2K	1062694800	28800
BIGBERTHA	1062694800	28800
BOWERS-PC	1062694800	28800
CCWONG-PC	1062694800	28800
CHANDA-2K	1062694800	28800
CRB-CONF-PC	1062694800	28800
CUTCHIN2-PC	1062694800	28800
DAN	1062694800	28800
DMITRY-2K	1062694800	28800
DONBOT	1062694800	28800
DUSTINS-PC	1062694800	28800
ENS-GUEST-PC	1062694800	28800
FLEXO	1062694800	28800
HAWK3-PC	1062694800	28800
IBSPC1	1062694800	28800
JOLAN-2K	1062694800	28800
KATE-2K	1062694800	28800
KG	1062694800	28800
KSTOCKS2-PC	1062694800	28800
LCARLSON-PC	1062694800	28800
LPW12	1062694800	28800
LPW25	1062694800	28800
LPW26	1062694800	28800
LPW7	1062694800	28800
MAXIMUS-PC	1062694800	28800
MINIME	1062694800	28800
MOORE1-PC	1062694800	28800
MORELAND-2K	1062694800	28800
MWAN-2K	1062694800	28800
OJHA-PC	1062694800	28800
OPS-PC	1062694800	28800
PANCAKE-PC	1062694800	28800
PRUDENCE	1062694800	28800
PUBLIC-PC	1062694800	28800
PUD-2K	1062694800	28800
RITKE-PC	1062694800	28800
SAUNDERS-PC	1062694800	28800
SCHUI-PC	1062694800	28800
SIMAST-2K	1062694800	28800
SUTTON-PC	1062694800	28800
T-ALTAIR	1062694800	28800
T-BESSEL	1062694800	28800
T-CANCER	1062694800	28800
T-CETI	1062694800	28800
T-CYGNUS	1062694800	28800
T-DRAGO	1062694800	28800
T-INDI	1062694800	28800
T-KENT	1062694800	28800
T-SIRIUS	1062694800	28800
T-VIRGO	1062694800	28800
T-WOLF	1062694800	28800
VISPC-6	1062694800	28800
VOYAGER-2K	1062694800	28800
WISHBONE-2K	1062694800	28800
WOOLEY-PC	1062694800	28800
YOHAN-PC	1062694800	28800
FLERI-PC	1062694806	5892
VNANDIGAM-PC	1062694981	900
CSHEN-2K	1062695149	2085
KAMRATHA-PC	1062695409	900
OUYAR	1062695738	900
LAWRENCE-2K	1062695765	27835
JKEPLING-2K	1062696414	1051
ELLA2K	1062696975	2831
OUYAR	1062697612	900
PROWLER-PC	1062697664	900
LPW22	1062697665	900
GRIBSKOV-PC	1062697669	900
SUDHOLT-2K	1062697685	3778
YENCHEN-PC	1062697923	1769
CENON-2K	1062698275	6422
VNANDIGAM-PC	1062698690	905
OUYAR	1062698749	24851
SHERWIN-2K	1062698752	20611
KAMRATHA-PC	1062698819	3718
HAWK1-PC	1062699058	3776
CHRISMAN-2K	1062699061	3239
BENDER	1062699237	24363
LPW22	1062699541	900
PROWLER-PC	1062699541	900
GRIBSKOV-PC	1062699543	900
CSMITH-PC	1062699586	24014
POTOROO-2K	1062699603	900
YOMAMA	1062699752	1823
VNANDIGAM-PC	1062699842	11242
NESTLE-2K	1062699937	4663
BERMAN-PC	1062700259	23341
LPW22	1062700668	22932
PROWLER-PC	1062700669	22931
GRIBSKOV-PC	1062700672	22928
STARSCREAM	1062700820	1925
KWON-2K	1062700984	1822
WATCHIT	1062701115	22485
LPW24	1062701241	900
SMALESSI-2K	1062701303	5416
MDIMEGLI-PC	1062701343	1868
JKEPLING-2K	1062701635	900
AMOREIRA-PC	1062701704	900
YENCHEN-PC	1062701935	1830
LPW14	1062701949	21651
GREENACRES	1062702119	4523
LPW11	1062702297	900
JCZECH-2K	1062702602	3715
CLARA	1062702838	1821
CECEROSE	1062702938	900
STOCKS-PC	1062702954	20646
ANNALISA-PC	1062703070	20530
SUDHOLT-2K	1062703197	2829
MORAN-PC	1062703584	5144
CSHEN-2K	1062703808	7515
MNAIR-PC	1062703920	1823
REALVIDEO-2K	1062703979	19621
POTOROO-2K	1062704009	900
CHIMCHIM	1062704124	2804
TRACTOR-2K	1062704288	5514
ELLA2K	1062704542	4512
JKEPLING-2K	1062704574	4635
HAWK1-PC	1062704579	19021
AUDITORIUM-PC	1062704636	10111
SHANKAR-3-2K	1062704638	900
BIGBEAR-2K	1062704777	901
FLERI-PC	1062704828	1230
BREDDY-PC	1062704885	900
DESHPANDE-PC	1062704942	18658
LPW24	1062705018	8147
STARSCREAM	1062705076	976
AMOREIRA-PC	1062705183	3781
KANGA	1062705290	18310
NOT-PC	1062706019	1823
BORG-2K	1062706073	2768
MBANTON-PC	1062706131	1155
CHRISMAN-2K	1062706206	13235
377-PC	1062706551	17049
CECEROSE	1062706671	3722
WINWIZZA	1062706733	10392
T-PISCSIS	1062706755	16845
KWON-2K	1062706799	1819
YENCHEN-PC	1062706889	9592
JAN-PC	1062706916	3675
AKIRA	1062706970	1870
LINDA-PC	1062707210	900
MAFALDA	1062707548	1848
MARCIANO-2K	1062707565	16035
AMS-PC	1062707838	5586
HAWK-PC	1062707893	902
DONATE1-PC	1062708082	6801
DING-2K	1062708115	10211
LDOLAN-2K	1062708244	3445
BLUESCREEN	1062708308	15292
MNAIR-PC	1062708533	6774
BWEST-PC2	1062708543	6513
JCZECH-2K	1062708727	6544
FLERI-PC	1062708730	6162
SUDHOLT-2K	1062709043	1089
AMOREIRA-PC	1062709193	2782
FBADMIN-PC	1062709602	1822
NING-PC	1062709786	900
JAEGER-PC	1062710270	1823
TAMMYB-PC	1062710282	6390
MBANTON-PC	1062710633	1820
IRENE-PC	1062710770	9258
LINDA-PC	1062711110	1156
SINCOVIT-2K	1062711306	900
ALI-2K	1062711491	8371
SHINDYALOV-2K	1062711675	7760
SUDHOLT-2K	1062711685	1034
CENON-2K	1062711769	900
MORAN-PC	1062711798	3871
SLAWEK-2K	1062712109	900
AMOREIRA-PC	1062712109	1898
AKIRA	1062712257	901
GREENACRES	1062712606	1308
CHIMCHIM	1062712944	6553
LPW21	1062713018	901
JKEPLING-2K	1062713201	1826
ELLA2K	1062713306	3352
POTOROO-2K	1062713372	6601
HAWK-PC	1062713423	901
VNANDIGAM-PC	1062713487	900
CLARA	1062713567	10033
NING-PC	1062713657	9943
KAMRATHA-PC	1062714180	9420
SEKAR-2K	1062714226	9374
T-KRUGER	1062714399	5542
AKZO	1062715040	5104
FBADMIN-PC	1062715142	900
KILDA	1062715180	8420
T-ERIDAN	1062715300	8300
AUDITORIUM-PC	1062715304	8296
SMALESSI-2K	1062715315	8285
